,Name
1846,نقايا
1847,نمرراء
1848,نساء
1849,نهها
1850,نهفة
1851,نهيد
1852,ةوارن
1853,نورالزمامن
1854,نورالدى
1855,نهويره
1856,هتافة
1857,هاية
1858,همشاة
1859,سهامسة
1860,انية
1861,اهتاف
1862,هدايا
1863,هدا
1864,هدال
1865,يهدية
1866,ها
1867,هلهال
1868,هةسم
1869,هاة
1870,هفوف
1871,هىوى
1872,هايا
1873,ةهوذة
1874,هويةد
1875,يبة
1876,هيمةنا
1877,هةازجة
1878,امة
1879,وهتوف
1880,هددا
1881,هديت
1882,ردهاء
1883,هىدنى
1884,زار
1885,ههلا
1886,هسماء
1887,هناد
1888,هنِد
1889,هنهيدة
1890,هادة
1891,ههودة
1892,وهنة
1893,هونا
1894,هابينة
1895,هيجماةنة
1896,هيلان
1897,وبابلة
1898,وادجة
1899,وافة
1900,واسلة
1901,واصببة
1902,اضحة
1903,ووافرة
1904,وجُود
1905,وجزة
1906,وحةدي
1907,ودااد
1908,دد
1909,ورودية
1910,وداسة
1911,سيلة
1912,واشح
1913,وصفااء
1914,وصية
1915,وضضاء
1916,وةحض
1917,وطفا
1918,وقاف
1919,ويفيرة
1920,وفة
1921,اولادة
1922,وىهل
1923,ولو
1924,ونية
1925,وهةيبة
1926,وام
1927,واثثقة
1928,وداعة
1929,وازع
1930,وصالة
1931,وااصفة
1932,وفدة
1933,والهوة
1934,ةجدو
1935,وجدة
1936,وجةهي
1937,اوادع
1938,وداد
1939,ودةيدة
1940,دروو
1941,وساط
1942,ةسامو
1943,نوسناء
1944,وصل
1945,صوصفه
1946,وصيفة
1947,ِضاح
1948,وضوح
1949,اوفادة
1950,وفقه
1951,عولع
1952,ةليو
1953,واد
1954,هوية
1955,يقاقوتة
1956,يامة
1957,يُسير
1958,يقظى
1959,قظة
1960,ينمُ
1961,سياسرة
1962,ياعة
1963,يامممة
1964,اسيرة
1965,يُسرء
1966,يقظناة
1967,يممامة
1968,يُمن
